# SVD Matriz por circulo unitariocirculo y producto por matriz
-3.7328380876e+00 1.6600560980e+01 2.2299617486e+01
1.1619371266e+01 -2.0606232638e+01 -1.6532888641e+01
1.3490211616e+01 -1.0031828305e+01 4.4514809955e+00
1.4460405089e+01 -1.7470302827e+01 -6.6615711582e+00
-5.0239256885e+00 1.7664202071e+01 2.2049824235e+01
-1.1112395525e+01 3.9224272270e+00 -1.1056074175e+01
-1.4453424158e+01 1.7514296821e+01 6.7475943379e+00
1.4884565555e+00 1.1201329013e+01 2.1441288568e+01
-8.6348856185e-02 -1.2816356364e+01 -2.1952865391e+01
6.2389733333e-01 -1.3588675360e+01 -2.2134079336e+01
-9.6044386837e+00 8.9673270794e-01 -1.3799878397e+01
-1.2410577649e+01 6.9461641285e+00 -7.9808551780e+00
8.5187402311e+00 -1.9874088370e+01 -2.0234501113e+01
1.4558287116e+01 -1.5858682372e+01 -3.7621926830e+00
-1.3954951048e+01 1.1718983558e+01 -2.3213328497e+00
1.3616926914e+01 -1.9601873147e+01 -1.1635751770e+01
-5.5981988806e+00 1.8098511123e+01 2.1872680294e+01
-6.3290599398e+00 1.8614095922e+01 2.1584003794e+01
-1.3842999743e+01 1.1277031560e+01 -2.8949458708e+00
1.4377449824e+01 -1.3830031717e+01 -5.9774043632e-01
-6.9713728349e+00 1.9030507230e+01 2.1267821612e+01
1.2762779409e+01 -7.8726153765e+00 6.9659409694e+00
-1.5295039918e+00 -1.1152229058e+01 -2.1423215404e+01
-1.4535038550e+01 1.5284339569e+01 2.8216866860e+00
1.3689762348e+01 -1.0712908215e+01 3.6106280620e+00
1.3440645444e+01 -1.9800600071e+01 -1.2255310582e+01
-1.0634091607e+01 2.0557363094e+01 1.8021961213e+01
6.9499662421e-02 -1.2988457810e+01 -2.1997109577e+01
1.4429345203e+01 -1.4199419311e+01 -1.1436735035e+00
4.0640030191e+00 -1.6884476610e+01 -2.2254423455e+01
1.0050315821e+01 -1.7507072713e+00 1.3057810741e+01
9.9259255909e+00 -2.0402541271e+01 -1.8888486859e+01
1.0114356329e+01 -2.0452016910e+01 -1.8672013364e+01
1.4491521333e+01 -1.4742559081e+01 -1.9689495009e+00
8.1935456873e+00 1.6296335670e+00 1.5848651317e+01
-7.6232272814e+00 1.9415062380e+01 2.0882190305e+01
6.1155801705e+00 4.9675201479e+00 1.8214257971e+01
-8.5941951546e-01 1.3837985614e+01 2.2182603946e+01
-3.3067270338e+00 1.6224380936e+01 2.2339275475e+01
-1.2364959493e+01 6.8303149847e+00 -8.1052502802e+00
-3.0667456226e+00 -9.2372469738e+00 -2.0616716587e+01
-5.7742637203e+00 -5.4796509711e+00 -1.8541316100e+01
-8.3437479655e+00 1.9791159725e+01 2.0372588948e+01
-4.8241144632e+00 1.7507332352e+01 2.2101659647e+01
-1.3744447036e+01 1.0909521386e+01 -3.3632301454e+00
3.4631357923e-01 -1.3290492003e+01 -2.2069485996e+01
-1.2274681329e+01 6.6035649029e+00 -8.3471469673e+00
-8.8978316220e+00 -3.9920567546e-01 -1.4878166504e+01
-9.3762982413e+00 2.0227598364e+01 1.9467776618e+01
4.5118026918e+00 -1.7256356601e+01 -2.2172836727e+01
3.5020166899e+00 -1.6398288976e+01 -2.2323656731e+01
8.1906247304e+00 -1.9715810965e+01 -2.0488681328e+01
-1.4558929342e+01 1.6241663131e+01 4.4130499965e+00
-4.5064974060e+00 1.7252033092e+01 2.2173943445e+01
-7.3533514823e+00 1.9260711177e+01 2.1050117724e+01
1.2610256896e+01 -2.0373683311e+01 -1.4555859526e+01
-4.1182309588e+00 1.6930252772e+01 2.2245806379e+01
1.4355077775e+01 -1.8004553573e+01 -7.7390096322e+00
1.0375855484e+01 -2.0510980350e+01 -1.8355090782e+01
1.3828204547e+01 -1.1220682121e+01 2.9672504547e+00
-1.3486387621e+01 1.9752571156e+01 1.2100566403e+01
1.0714091986e+01 -2.0569194122e+01 -1.7914438953e+01
-1.1644004805e+01 5.1002798011e+00 -9.8995314103e+00
7.4087013305e-01 1.2077414224e+01 2.1739540380e+01
8.2140873206e+00 1.5945367888e+00 1.5821691322e+01
-8.8514873438e+00 -4.8195680077e-01 -1.4945065848e+01
-9.1305262854e+00 2.0135741533e+01 1.9703613856e+01
1.3758483386e+01 -1.0960785928e+01 3.2983697806e+00
1.2355378097e+01 -6.8060928835e+00 8.1311899279e+00
8.2594685413e+00 1.5168378071e+00 1.5761854578e+01
1.4224445421e+01 -1.2943633285e+01 6.6686688899e-01
1.4355118417e+01 -1.3685215042e+01 -3.8687919315e-01
-1.4038213145e+01 1.8921354065e+01 9.8051561567e+00
-4.4682813673e+00 -7.3568884301e+00 -1.9652599510e+01
6.8563127714e+00 -1.8958560706e+01 -2.1328965929e+01
3.4565609206e+00 8.7275145911e+00 2.0371132688e+01
1.3710113434e+01 -1.0785516312e+01 3.5195149482e+00
-1.1649597050e+01 5.1130624205e+00 -9.8866975549e+00
1.0079486820e+01 -2.0443290629e+01 -1.8712802954e+01
-1.1646910337e+01 5.1069200976e+00 -9.8928652657e+00
-1.4091342094e+01 1.8803969689e+01 9.5205727258e+00
-9.8605145462e+00 1.3834899714e+00 -1.3379987090e+01
7.6928520061e+00 2.4713967592e+00 1.6482460451e+01
-1.3708688781e+01 1.9482164898e+01 1.1285564538e+01
-4.9184959414e+00 1.7581793801e+01 2.2077793797e+01
6.9150716009e+00 -1.8995450136e+01 -2.1297992357e+01
3.2009377911e+00 9.0629013207e+00 2.0534094468e+01
1.4460182093e+01 -1.7471735899e+01 -6.6643662749e+00
8.2874683572e+00 -1.9763763618e+01 -2.0415765163e+01
-1.2214961501e+01 6.4553320571e+00 -8.5041605954e+00
-1.3653284597e+00 1.4362013845e+01 2.2267265385e+01
-8.1558859827e+00 1.9698362702e+01 2.0514416329e+01
1.0532069156e+01 -2.0540504838e+01 -1.8156068093e+01
1.0492216305e+01 -2.6286693660e+00 1.2268567523e+01
1.3733028147e+01 -1.9448244242e+01 -1.1188987837e+01
-1.0214030291e+01 2.0475857041e+01 1.8553538117e+01
-2.9810468786e+00 -9.3479740740e+00 -2.0668434932e+01
-1.2226005497e+01 2.0506842026e+01 1.5395679783e+01
-1.0087369260e+01 2.0445280557e+01 1.8703611703e+01
-1.4554816367e+01 1.5713487559e+01 3.5205910046e+00
-1.2498364426e+01 7.1716192714e+00 -7.7371870259e+00
1.4488030418e+01 -1.4707346938e+01 -1.9145845470e+00
5.9768272974e+00 5.1768394444e+00 1.8349131976e+01
1.1783872900e+01 -5.4226900916e+00 9.5739417057e+00
-6.5690297773e+00 -4.2723896549e+00 -1.7754646929e+01
-1.3296213578e+01 9.4139063149e+00 -5.1936917687e+00
1.3848371414e+01 -1.1297600322e+01 2.8685070270e+00
1.1237324623e+01 -4.1929642290e+00 1.0794940604e+01
1.2922740691e+01 -2.0212747727e+01 -1.3783282262e+01
-5.3298918943e+00 1.7898696282e+01 2.1960719373e+01
4.5070211134e+00 7.3029982697e+00 1.9622690321e+01
-1.2122745652e+00 -1.1528985138e+01 -2.1558285179e+01
-2.7716160293e+00 -9.6165657205e+00 -2.0791414039e+01
4.5044788130e+00 7.3065380742e+00 1.9624658658e+01
1.0631873654e+01 -2.9133450779e+00 1.2006870591e+01
-7.4355703859e+00 -2.8941056873e+00 -1.6791409232e+01
1.4559746453e+01 -1.5966552317e+01 -3.9434723712e+00
-4.7098808851e+00 1.7416345180e+01 2.2129075489e+01
-1.1180529658e+01 4.0695256766e+00 -1.0914418516e+01
1.1137496709e+01 -3.9764961516e+00 1.1004097044e+01
7.0831143234e+00 3.4629292518e+00 1.7197189668e+01
1.1979171518e+01 -2.0561777119e+01 -1.5883070334e+01
-1.4377729587e+01 1.3831892109e+01 6.0046063101e-01
-5.3142282791e+00 1.7886861862e+01 2.1965570809e+01
-1.4280389459e+01 1.8281568527e+01 8.3297079317e+00
1.3609003765e+01 -1.0430875024e+01 3.9618144779e+00
1.3439221399e+01 -1.9802058635e+01 -1.2260065657e+01
-1.1688512349e+01 5.2022596849e+00 -9.7969713066e+00
1.1834545816e+01 -5.5409272257e+00 9.4535480449e+00
-1.8367884600e+00 1.4836138894e+01 2.2321956957e+01
1.3924253475e+01 -1.1594864769e+01 2.4836133839e+00
-1.4545254901e+01 1.6639924202e+01 5.1127620984e+00
-8.6001646086e+00 1.9911489900e+01 2.0168230773e+01
-6.2010150288e+00 -4.8378561824e+00 -1.8129885569e+01
-3.2160120387e+00 1.6142741106e+01 2.2345072033e+01
-3.2114554079e+00 -9.0491867558e+00 -2.0527533959e+01
9.4632416623e+00 -2.0258148865e+01 -1.9381037968e+01
-6.8041480847e+00 1.8925554430e+01 2.1356026555e+01
6.9681262930e+00 -1.9028493437e+01 -2.1269574532e+01
-8.4407911990e+00 -1.2041290307e+00 -1.5518928987e+01
-3.8039600373e+00 1.6662164090e+01 2.2290981370e+01
1.4394915662e+01 -1.7828838869e+01 -7.3763496781e+00
-1.2818336277e+01 8.0245180133e+00 -6.7960378658e+00
1.0419088986e+01 -2.4810393451e+00 1.2403160136e+01
-5.2984041434e+00 1.7874887360e+01 2.1970439959e+01
-7.5743882834e+00 1.9387653077e+01 2.0913470742e+01
9.9145805753e+00 -2.0399383400e+01 -1.8901215507e+01
1.4465333782e+01 -1.4494773605e+01 -1.5889756326e+00
-1.4547564903e+01 1.6595432504e+01 5.0333453748e+00
-6.1833103171e+00 -4.8647756383e+00 -1.8147453720e+01
-1.4383283509e+01 1.7882697076e+01 7.4865851675e+00
-7.6505462897e+00 1.9430291947e+01 2.0864518809e+01
9.3293555526e+00 -2.0210674737e+01 -1.9513878990e+01
-1.4388771093e+01 1.7857576229e+01 7.4350694978e+00
-4.7987531293e+00 1.7487213449e+01 2.2107884920e+01
1.4075084119e+01 -1.2230454749e+01 1.6424452987e+00
6.7365856886e+00 4.0111186034e+00 1.7577306700e+01
1.2797940483e+01 -7.9685515891e+00 6.8587533857e+00
-2.5426731830e+00 -9.9069515416e+00 -2.0920353448e+01
-7.8610374159e+00 1.9545136752e+01 2.0724109233e+01
-1.1947328785e+01 5.8069580561e+00 -9.1807024334e+00
-4.1537980327e+00 -7.7904612215e+00 -1.9888760642e+01
1.4181773949e+01 -1.8578174005e+01 -8.9919334939e+00
-4.1794651049e+00 1.6981699147e+01 2.2235660615e+01
-7.3853066606e+00 1.9279352719e+01 2.1030855702e+01
1.1569427233e+01 -4.9306447813e+00 1.0069265106e+01
-1.1111638909e+01 2.0608667364e+01 1.7347244062e+01
-1.2595524310e+01 2.0380003245e+01 1.4590126306e+01
1.2965908041e+01 -8.4367879762e+00 6.3297886173e+00
1.4256107097e+01 -1.3110337595e+01 4.3363882248e-01
1.3043123694e+01 -2.0135300626e+01 -1.3459356872e+01
-6.9382460712e+00 1.9009914603e+01 2.1285632190e+01
-2.3678806380e+00 1.5353609699e+01 2.2355270810e+01
-1.1196018677e+01 2.0612624544e+01 1.7219331123e+01
7.4262214353e+00 -1.9303079073e+01 -2.1005951451e+01
7.6011448613e+00 -1.9402698331e+01 -2.0896383018e+01
1.4047206697e+01 -1.8902170799e+01 -9.7581523759e+00
2.0473850405e+00 1.0523755499e+01 2.1179879105e+01
-1.1101726506e+01 2.0608096026e+01 1.7362089237e+01
7.6328397882e+00 -1.9420429475e+01 -2.0875986678e+01
-1.2439049061e+01 7.0189159840e+00 -7.9024553370e+00
1.4545066075e+01 -1.6643394654e+01 -5.1189705678e+00
-7.5410271716e+00 1.9368796070e+01 2.0934609526e+01
-1.2037195146e+01 6.0218929081e+00 -8.9582596450e+00
-1.2384671749e+01 2.0459479112e+01 1.5061871230e+01
8.9250754864e+00 3.5043680057e-01 1.4838629905e+01
-7.7382302918e+00 -2.3961648091e+00 -1.6426818226e+01
-8.3573261749e+00 -1.3485253071e+00 -1.5631521015e+01
1.4193545715e+01 -1.2787011463e+01 8.8414918256e-01
8.5834636263e+00 9.5547989638e-01 1.5323365185e+01
-1.4421623485e+01 1.4140906818e+01 1.0563996612e+00
8.2299044515e+00 1.5674810403e+00 1.5800879087e+01
1.2470682128e+01 -2.0429459673e+01 -1.4873523708e+01
1.0587579184e+01 -2.0549920182e+01 -1.8083514378e+01
-4.1011063229e+00 1.6915819016e+01 2.2248564831e+01
6.3776856548e+00 -1.8646855934e+01 -2.1562171289e+01
-5.1624288406e+00 1.7771216419e+01 2.2010960649e+01
-8.0588279041e+00 1.9648930361e+01 2.0585156087e+01
